timestamp,elapsed_s,FSW_DB_VER,DAY,HOUR,MINUTE,SECOND,SC_ID,CMD_RCV_CNT,CMD_ACC_CNT,CMD_REJ_CNT,CMD_INC_CNT,PAYLOAD_STATUS,PLATFORM_PWR_STATUS,ADCS_PWR_STATUS,PAYLOAD_PWR_STATUS,SPR_PWR_STATUS,SOLAR_V,SOLAR_S,EXT_V,EXT_S,BATT_CHR_V,BATT_CHR_I,BATT_CHR_STATUS,SYS_V,SYS_I,SPR_V,SPR_I,PLAT_5V_V,PLAT_5V_I,ADCS_5V_V,ADCS_5V_I,PAYLOAD_5V_V,PAYLOAD_5V_I,OBC_PWR_V,OBC_PWR_I,ADCS_PROC_PWR_V,ADCS_PROC_PWR_I,ADCS_PER_PWR_V,ADCS_PER_PWR_I,COMMS_PWR_V,COMMS_PWR_I,TEMP_SOLAR,TEMP_EPS,TEMP_BATTERY,TEMP_BACKPLANE,TEMP_OBDH,TEMP_ADCS,TEMP_WHEEL,TEMP_COMMS,TEMP_PAYLOAD,TEMP_EPS_L,TEMP_OBDH_L,TEMP_ADCS_L,TEMP_WHEEL_L,TEMP_COMMS_L,TEMP_PAYLOAD_L,FREQ,RSSI,TX_POWER,FRAME_ERR,TEMP_THERM_EXP_L,THERMISTOR_ROD_1,THERMISTOR_ROD_2,THERMISTOR_ROD_3,THERMISTOR_ROD_4,THERMISTOR_ROD_5,THERMISTOR_ROD_6,THERMISTOR_ROD_7,THERMISTOR_ROD_8,THERMISTOR_ROD_9,THERMISTOR_ROD_10,THERMISTOR_ROD_11,THERMISTOR_ROD_12,THERMISTOR_ROD_13,THERMISTOR_ROD_14,THERMISTOR_ROD_15,THERMISTOR_ROD_16,THERMISTOR_BATH_1,THERMISTOR_BATH_2,THERMISTOR_BATH_3,THERMISTOR_EXP3,THERMISTOR_HEATER,THERMAL_EXP_SW_VERSION,OBC_SW_VERSION,PWR_SW_VERSION,COMMS_SW_VERSION,ADCS_SW_VERSION,ACTUATOR_SW_VERSION,PWR_SYS,PWR_PLAT_5V,PWR_OBC_PWR,PWR_COMMS_PWR,_has_stuck_thermistor,anomaly,anomaly_type
2026-02-03 11:24:54.903,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.927,1.0,0.0,0.0,7.415,-221.0,0.0,7.308,216.0,0.0,0.0,4.987,255.0,0.096,0.0,0.686,0.0,4.957,195.0,0.0,0.0,0.0,0.0,4.981,58.0,21.97413,21.07913,21.1203,21.25992,23.19133,20.85896,20.78736,21.77186,21.11851,21.0,22.0,0.0,0.0,21.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,1578.528,1271.685,966.615,288.89799999999997,True,False,
2026-02-03 11:24:55.255,0.352,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.927,0.0,0.0,0.0,7.415,-221.0,0.0,7.306,216.0,0.0,0.0,4.987,255.0,0.096,1.0,0.686,0.0,4.957,196.0,0.0,0.0,0.0,0.0,4.981,62.0,21.98666,21.07913,21.13104,21.27603,23.20028,20.85717,20.77841,21.77186,21.1024,21.0,22.0,0.0,0.0,21.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,1578.096,1271.685,971.572,308.822,True,False,
2026-02-03 11:24:55.707,0.804,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.927,0.0,0.0,0.0,7.415,-221.0,0.0,7.308,216.0,0.0,0.0,4.987,255.0,0.097,2.0,0.686,1.0,4.957,196.0,0.0,0.0,0.0,0.0,4.981,62.0,21.97592,21.0845,21.12209,21.27424,23.23608,20.8518,20.7802,21.78439,21.10777,21.0,22.0,0.0,0.0,21.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,1578.528,1271.685,971.572,308.822,True,False,
2026-02-03 11:24:56.408,1.505,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.927,0.0,0.0,0.0,7.415,-221.0,0.0,7.308,213.0,0.0,0.0,4.987,101.0,0.097,1.0,0.687,0.0,4.957,197.0,0.0,0.0,0.0,0.0,4.981,62.0,21.97413,21.09166,21.12388,21.27245,23.27904,20.85538,20.78199,21.79871,21.1203,21.0,22.0,0.0,0.0,21.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,1556.604,503.687,976.529,308.822,True,False,
2026-02-03 11:24:56.761,1.858,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.927,0.0,0.0,0.0,7.415,-221.0,0.0,7.307,217.0,0.0,0.0,4.986,101.0,0.098,0.0,0.687,0.0,4.957,195.0,0.0,0.0,0.0,0.0,4.981,62.0,21.98308,21.09345,21.14178,21.2814,23.31484,20.86433,20.78557,21.80587,21.11493,21.0,22.0,0.0,0.0,21.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,1585.619,503.586,966.615,308.822,True,False,
2026-02-03 11:24:57.211,2.308,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.927,1.0,0.0,0.0,7.415,-221.0,0.0,7.308,217.0,0.0,0.0,4.987,100.0,0.097,1.0,0.687,0.0,4.957,197.0,0.0,0.0,0.0,0.0,4.981,60.0,21.98308,21.09166,21.14178,21.28319,23.33811,20.86075,20.78736,21.81661,21.11851,21.0,22.0,0.0,0.0,21.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,1585.836,498.7,976.529,298.86,True,False,
2026-02-03 11:24:57.920,3.017,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.927,0.0,0.0,0.0,7.415,-221.0,0.0,7.303,221.0,0.0,0.0,4.986,105.0,0.098,1.0,0.686,0.0,4.956,187.0,0.0,0.0,0.0,0.0,4.981,60.0,21.98308,21.08092,21.14536,21.27782,23.33632,20.8518,20.7802,21.82377,21.11493,21.0,22.0,0.0,0.0,21.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,1613.963,523.53,926.772,298.86,True,False,
2026-02-03 11:24:58.265,3.362,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.927,0.0,0.0,0.0,7.415,-221.0,0.0,7.31,220.0,0.0,0.0,4.987,102.0,0.098,0.0,0.686,0.0,4.956,202.0,0.0,0.0,0.0,0.0,4.981,60.0,21.97592,21.10598,21.14178,21.27782,23.37212,20.85359,20.79273,21.83451,21.11851,21.0,22.0,0.0,0.0,21.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,1608.1999999999998,508.674,1001.112,298.86,True,False,
2026-02-03 11:24:58.714,3.811,5.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.927,0.0,0.0,0.0,7.415,-221.0,0.0,7.306,220.0,0.0,0.0,4.987,102.0,0.098,0.0,0.686,0.0,4.956,190.0,0.0,0.0,0.0,0.0,4.981,60.0,21.98487,21.09166,21.1382,21.27782,23.39718,20.85538,20.78915,21.82914,21.11135,21.0,22.0,0.0,0.0,21.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,1607.32,508.674,941.64,298.86,True,False,
2026-02-03 11:24:59.418,4.515,5.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.927,0.0,0.0,0.0,7.415,-221.0,0.0,7.307,221.0,0.0,0.0,4.986,106.0,0.1,0.0,0.686,0.0,4.956,201.0,0.0,0.0,0.0,0.0,4.98,58.0,21.98666,21.10598,21.14357,21.27782,23.43835,20.86433,20.78557,21.8363,21.11851,21.0,22.0,0.0,0.0,21.5,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,1614.847,528.516,996.156,288.84000000000003,True,False,
