timestamp,elapsed_s,p_mbar,T_degC,Tpot_K,Tdew_degC,rh_pct,VPmax_mbar,VPact_mbar,VPdef_mbar,sh_gkg,H2OC_mmolmol,rho_gm3,wv_ms,max_wv_ms,wd_deg
2010-01-01 00:00:00,0.0,967.36,-2.84,272.89,-3.43,95.7,4.95,4.74,0.21,3.05,4.9,1244.34,2.96,4.61,25.08
2010-01-01 00:10:00,600.0,967.56,-2.84,272.89,-3.41,95.8,4.95,4.75,0.21,3.06,4.91,1244.56,1.61,2.76,15.41
2010-01-01 00:20:00,1200.0,967.45,-2.85,272.88,-3.43,95.7,4.95,4.74,0.21,3.05,4.9,1244.48,2.0,3.1,17.04
2010-01-01 00:30:00,1800.0,967.45,-2.88,272.85,-3.46,95.8,4.94,4.73,0.21,3.05,4.89,1244.65,2.25,3.79,25.35
2010-01-01 00:40:00,2400.0,967.34,-2.9,272.84,-3.47,95.8,4.93,4.72,0.21,3.04,4.88,1244.57,2.64,3.77,23.64
2010-01-01 00:50:00,3000.0,967.29,-2.96,272.78,-3.53,95.8,4.91,4.7,0.21,3.03,4.86,1244.81,2.82,4.29,18.94
2010-01-01 01:00:00,3600.0,967.18,-3.03,272.72,-3.59,95.9,4.88,4.68,0.2,3.02,4.84,1245.0,2.92,4.09,22.06
2010-01-01 01:10:00,4200.0,967.14,-3.05,272.7,-3.59,96.0,4.88,4.68,0.2,3.02,4.84,1245.03,2.7,4.93,18.6
2010-01-01 01:20:00,4800.0,967.1,-3.03,272.73,-3.56,96.1,4.88,4.69,0.19,3.02,4.85,1244.89,2.28,3.53,20.8
2010-01-01 01:30:00,5400.0,967.09,-3.04,272.72,-3.56,96.2,4.88,4.69,0.19,3.02,4.85,1244.93,2.51,4.51,23.99
2010-01-01 01:40:00,6000.0,967.13,-3.1,272.66,-3.6,96.3,4.86,4.68,0.18,3.01,4.84,1245.24,2.83,3.93,23.12
2010-01-01 01:50:00,6600.0,967.04,-3.1,272.66,-3.6,96.3,4.86,4.68,0.18,3.01,4.84,1245.13,3.04,4.33,23.06
2010-01-01 02:00:00,7200.0,967.02,-3.11,272.65,-3.61,96.3,4.85,4.67,0.18,3.01,4.83,1245.16,2.81,3.93,30.98
2010-01-01 02:10:00,7800.0,967.02,-3.1,272.67,-3.59,96.4,4.86,4.68,0.17,3.02,4.84,1245.1,2.47,3.49,28.39
